,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
random,0.01,0.01,0.01,0.01,17.461615194256375,0.01,14.708763395516922,19.8596214102159,0.01,0.01,0.01
randomize,0.01,0.01,0.01,0.01,0.01,1.009999999993823,6.00999999999481,0.01,0.01,0.01,0.01
randomly,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.824223019147405,0.01,0.01,1.1957769808397773
range,0.01,6.522476798556856,0.01,0.01,0.01,0.01,37.63266838435886,5.230353246928653,1.6545015701406454,0.01,0.01
ranger,0.01,6.009999999987869,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ranges,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999993379,0.01,0.01,0.01,0.01
stub,0.01,0.01,0.01,0.01,0.01,0.01,2.449486783999595,4.570513215985111,0.01,0.01,0.01
real,0.01,1.546484353004358,5.484591053883887,0.01,0.01,0.01,3.1621732047739357,12.181492575398726,0.01,0.01,12.675258812920472
reality,0.01,0.01,0.01,2.009999999991682,0.01,0.01,0.01,0.01,0.01,0.01,0.01
sts,0.01,0.01,0.01,1.009999999982182,0.01,0.01,1.0099999999919929,0.01,0.01,0.01,0.01
recursion,0.01,0.01,0.01,2.009999999991729,0.01,0.01,0.01,0.01,0.01,0.01,0.01
recursively,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.5597802813541608,4.460219718639044
recycle,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999906553,0.01,0.01,0.01
redesign,0.01,0.01,0.01,4.0099999999812015,0.01,0.01,0.01,0.01,0.01,0.01,0.01
redirect,0.01,1.0099999999841902,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999993062,0.01
redistribute,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999921958,0.01,0.01,0.01,3.009999999989078
strictly,0.01,1.0099999999904263,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999963054,0.01
reducer,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,68.87588105909236,7.144118940899611,0.01
reduces,0.01,6.501116547460531,0.01,0.01,0.01,0.01,14.967502727798907,6.561380724728419,0.01,0.01,0.01
reduction,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.9554638262635176,0.01,1.0645361737242527
redundant,0.01,1.060690438841621,0.01,1.5627395495921717,0.01,0.01,0.01,0.01,0.01,2.4065700115498676,0.01
reed,0.01,0.01,3.0099999999978353,0.01,0.01,0.01,0.01,1.0099999999966904,0.01,0.01,0.01
ref,0.01,1.0099999999898428,0.01,2.0099999999944713,0.01,0.01,0.01,0.01,0.01,0.01,0.01
refactor,0.01,0.01,0.01,32.70447824307749,0.01,2.3155217569133284,0.01,0.01,0.01,0.01,0.01
refactored,0.01,0.01,0.01,4.009999999993952,0.01,0.01,0.01,0.01,0.01,0.01,0.01
strongly,0.01,0.01,0.01,1.009999999967591,0.01,1.0099999999895803,0.01,1.009999999996694,0.01,0.01,0.01
quite,0.01,2.781067648447644,0.01,0.01,0.01,1.4672215553010732,0.01,5.439441720558353,0.01,0.01,13.352269075671181
recovery,0.01,11.54953812654289,0.01,0.01,0.01,0.01,0.01,8.470461873447988,0.01,0.01,0.01
reconstruct,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999922122,0.01,0.01,0.01
really,0.01,13.666382029480062,3.553794340536417,0.01,0.01,0.01,19.80982362996767,0.01,0.01,0.01,0.01
reason,0.01,11.998635346800134,0.01,1.412667830334028,0.01,39.91563637226587,14.625474002376246,0.01,0.01,2.5975692414364,1.5100172067641073
reasonable,0.01,5.208395882575618,2.9123574830068706,0.01,0.01,0.01,8.909246634403045,0.01,0.01,0.01,0.01
reasonably,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999990024,0.01,0.01,0.01,0.01
rebalancing,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.00999999999646,0.01,0.01
rebuild,0.01,0.01,0.01,1.110241492973437,0.01,0.909758507012336,0.01,0.01,0.01,0.01,0.01
receiver,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999995005,0.01,0.01
recent,0.01,3.15755896501195,0.01,5.875442339144766,1.781127023042452,0.01,1.3083740164160131,8.020844628070964,0.01,1.9166530282880883,0.01
recently,0.01,3.953127934233199,3.0099999999985396,0.01,0.01,0.01,5.066872065754876,0.01,0.01,0.01,0.01
reclaim,0.01,5.009999999996187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
recognition,0.01,0.01,0.01,0.01,1.0099999999985454,0.01,0.01,0.01,0.01,1.0099999999935416,0.01
recognize,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999914724,0.01
recommend,0.01,0.01,0.01,4.176467463149995,0.01,0.01,2.62818312145523,0.01,0.01,0.01,2.225349415374659
recommendation,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999893503,0.01,0.01,0.01,1.0099999999935856
recompilation,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999990778,0.01,0.01,0.01,0.01
recover,0.01,10.594018731445999,0.01,0.01,0.01,0.01,0.01,10.140319938730434,0.01,1.2956613298083188,0.01
substitute,0.01,0.01,0.01,0.01,0.01,1.0099999999965705,2.009999999994851,0.01,0.01,0.01,0.01
quiet,0.01,1.0099999999949638,0.01,0.01,0.01,0.01,0.01,1.0099999999940226,0.01,0.01,0.01
question,0.01,0.01,2.9160553740329145,2.391444983664232,0.01,0.01,0.01,0.01,0.01,12.114042221820922,1.6184574204547433
profiler,0.01,0.01,0.01,0.01,0.01,0.01,8.7925781446972,1.227421855295791,0.01,0.01,0.01
programatically,0.01,0.01,0.01,0.01,0.01,4.009999999986364,0.01,0.01,0.01,0.01,0.01
programmatic,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993096
programmatically,0.01,1.0661715828635154,0.01,0.01,0.01,1.95382841713041,0.01,0.01,0.01,0.01,0.01
programmer,0.01,0.01,0.01,0.01,0.01,0.01,2.00999999998827,0.01,0.01,0.01,0.01
progress,0.01,21.572840412473475,0.01,0.01,0.01,1.8932646292351207,0.01,0.01,0.01,19.56389495827702,0.01
profile,0.01,0.01,0.01,0.01,0.01,3.009999999996437,10.94497672692734,0.01,0.01,0.01,1.0750232730602456
progressable,0.01,0.01,0.01,0.01,0.01,3.009999999994145,0.01,0.01,0.01,0.01,0.01
projecthadoop,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.0099999999927824,0.01,0.01
projects,0.01,0.01,0.01,2.1757190766663883,0.01,0.01,0.01,0.01,0.01,0.01,2.8442809233257864
promise,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999994048
promote,0.01,0.01,0.01,3.396182139540335,0.01,4.62381786043974,0.01,0.01,0.01,0.01,0.01
prone,0.01,0.01,0.01,2.009999999976657,0.01,0.01,0.01,0.01,0.01,0.01,0.01
proof,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999990098,0.01,0.01,0.01,0.01
project,0.01,0.01,16.12351983734746,87.69610154006094,0.01,0.01,0.01,0.01,0.01,0.01,6.210378622578152
productive,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999950477,0.01,0.01,1.0099999999931237,0.01
production,0.01,8.258730470854076,7.344096268516967,0.01,0.01,2.494807589576712,5.8844199073490495,3.06794576368579,0.01,0.01,0.01
produce,0.01,0.01,0.01,0.01,0.01,0.01,6.799682995245583,2.237746270462688,7.3370263879061905,0.01,2.6655443463682302
prioritize,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999968607,1.009999999975794
priority,0.01,76.78465938934184,0.01,0.01,0.01,0.01,4.235340610645827,0.01,0.01,0.01,0.01
privacy,0.01,0.01,0.01,0.01,0.01,0.01,1.0593631896643108,12.960636810322619,0.01,0.01,0.01
private,0.01,0.01,0.01,14.124485312444504,0.01,0.01,0.01,0.01,0.01,16.895514687539393,0.01
privilege,0.01,5.009999999994346,0.01,0.01,0.01,32.009999999996445,0.01,0.01,0.01,0.01,0.01
privileged,0.01,0.01,0.01,0.01,6.009999999997977,0.01,0.01,0.01,0.01,0.01,0.01
pro,0.01,0.01,0.01,0.01,0.01,1.0099999999949256,0.01,0.01,0.01,0.01,2.0099999999916434
probability,0.01,0.01,0.01,0.01,0.01,0.01,6.00999999999155,0.01,1.0099999999989704,0.01,0.01
probably,0.01,5.798087277165507,4.64945058669636,13.192754339238077,0.01,0.01,12.423051732015715,5.889310716099477,0.01,5.539175058757984,3.578170290005511
probe,0.01,0.01,0.01,0.01,0.01,0.01,6.7581321348232954,0.01,0.01,4.2618678651648345,0.01
problem,0.01,33.99048974329926,7.285010680166731,7.394186903950266,8.523854029891481,0.01,78.76028742441464,30.085137913889536,0.01,12.031033304368123,0.01
substantially,0.01,1.5314698843290897,0.01,1.2609432221895451,0.01,0.01,0.01,0.01,0.01,2.447078521949993,0.8005083715012442
proceed,0.01,1.5201229267503975,0.01,0.01,0.01,0.01,2.4998770732372653,0.01,0.01,0.01,0.01
processing,0.01,0.01,0.01,0.01,0.01,0.01,4.98306942949215,18.735456989133,0.01,0.01,10.31147358135915
processor,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999914226,0.01,0.01,0.01,4.009999999991404
propagate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.009999999995618
propagation,0.01,0.01,1.0099999999976237,0.01,0.01,0.01,1.0099999999797897,0.01,0.01,0.01,0.01
proper,0.01,6.1936681950159445,0.01,0.01,0.01,2.6826694650753997,0.01,0.01,0.01,0.01,1.1536623398891537
substantial,0.01,0.01,0.01,1.0099999999857932,0.01,0.01,0.01,2.0099999999955407,0.01,0.01,0.01
submits,0.01,4.981497235541472,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0385027644492384
publishing,0.01,0.01,0.01,5.009999999991318,0.01,0.01,0.01,0.01,0.01,0.01,0.01
pure,0.01,0.01,0.01,1.4880548640041145,4.13290131284614,0.01,10.409043823134416,0.01,0.01,0.01,0.01
purely,0.01,2.0099999999876745,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
purge,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999945104,5.009999999987109,0.01,0.01,0.01
submission,0.01,5.091418620423808,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.9285813795681874
pushdown,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999992453,0.01,0.01,0.01
qfs,0.01,0.01,0.01,6.009999999995514,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ql,0.01,0.01,0.01,2.009999999995773,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999946263
qop,0.01,0.01,0.01,0.01,0.01,0.01,0.01,17.00999999999449,0.01,0.01,0.01
qopquality,0.01,0.01,0.01,0.01,0.01,0.01,1.00999999999211,1.0099999999926748,0.01,0.01,0.01
subject,0.01,0.01,0.01,9.65396968382432,0.01,0.01,1.4824903855626947,0.01,0.01,0.01,3.8935399305981293
subdirectory,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993164
subcommands,0.01,0.01,3.0099999999965514,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
sub,0.01,9.782580570564967,0.01,12.62888728102231,0.01,0.01,0.01,0.01,0.01,1.1662177627938712,20.462314385601015
pseudo,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999625708,4.009999999992899,0.01,0.01,0.01
quickly,0.01,0.9951422450112473,0.01,1.1190973806570423,0.01,0.01,8.915760374312612,0.01,0.01,0.01,0.01
prune,0.01,1.0827163791376575,0.01,0.01,0.01,0.01,0.01,6.937283620852338,0.01,0.01,0.01
proxyuser,0.01,0.01,0.01,4.009999999995748,1.0099999999976095,0.01,0.01,0.01,0.01,0.01,0.01
property,0.01,11.624843222504559,0.01,20.611853645594138,0.01,0.01,0.01,0.01,0.01,24.720675495979112,35.082627635905766
proportion,0.01,1.009999999995345,0.01,0.01,0.01,0.01,1.0099999999882885,0.01,0.01,0.01,0.01
proportional,0.01,0.01,0.01,0.01,0.01,0.01,4.917503235381811,2.1024967646084805,0.01,0.01,0.01
proposal,0.01,15.90632768684596,0.01,21.377746370898386,0.01,2.2880963022647416,14.73794805688426,15.88252436111545,8.833368980312727,0.01,14.04398824165822
subset,0.01,0.01,0.01,0.01,0.01,0.01,2.648484771606046,3.051971459363863,0.01,0.01,6.329543769013525
subsequent,0.01,9.678525929700154,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.341474070274862
proposition,0.01,4.009999999990967,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
protect,0.01,0.01,0.01,17.852006043347004,0.01,0.01,3.3336015365473597,0.01,0.01,4.8443924200886626,0.01
subprojects,0.01,0.01,0.01,2.8033719725129975,0.01,0.01,0.01,0.01,0.01,0.01,1.216628027475563
prototype,0.01,0.01,0.01,3.498343597907939,0.01,0.01,4.521656402080171,0.01,0.01,0.01,0.01
proven,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999937657,0.01,0.01,3.009999999988137
suboptimal,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999989534,0.01,0.01,0.01,0.01
provided,0.01,0.01,0.01,0.01,0.01,0.01,2.043385617358957,0.01,0.01,4.9766143826273055,0.01
submitter,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999796254,0.01,0.01,2.0099999999951406
proximity,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999991723
prudent,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999996871,0.01,0.01,0.01
hour,0.01,2.822113011365784,0.01,0.01,0.01,0.01,8.738098772507875,7.469788216115726,0.01,0.01,0.01
ide,0.01,0.01,0.01,0.01,0.01,2.00999999999449,0.01,1.009999999994843,0.01,0.01,0.01
hostport,0.01,0.01,17.009999999996598,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
vistaserver,0.01,0.01,0.01,0.01,0.01,15.009999999999193,0.01,0.01,0.01,0.01,0.01
codebase,0.01,0.01,0.01,8.334947708403801,0.01,3.8793060683910507,0.01,0.01,0.01,0.01,1.8157462231869574
codec,0.01,0.01,80.52179795356511,2.4982020464285295,0.01,0.01,0.01,0.01,0.01,0.01,0.01
codecs,0.01,0.01,17.892546393228674,0.01,0.01,3.1274536067667316,0.01,0.01,0.01,0.01,0.01
coded,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.8135374015165304,1.2064625984670836
virtualized,0.01,0.01,0.01,0.01,0.01,0.01,5.009999999994303,0.01,0.01,0.01,0.01
coalesce,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999995393,0.01,0.01,0.01,1.0099999999941836
collaboration,0.01,0.01,0.01,2.0099999999909492,0.01,0.01,0.01,0.01,0.01,0.01,0.01
collector,0.01,0.01,2.009999999990664,0.01,0.01,0.01,0.01,0.01,4.82577472414047,3.194225275852659,0.01
collision,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.296148005530302,0.01,3.723851994463135,0.01
color,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999868143,0.01,0.01,0.01,0.01
column,0.01,3.4682818467229724,0.01,0.01,1.0380323774416094,0.01,12.322221822157477,0.01,0.01,0.01,8.21146395366134
combination,0.01,0.01,13.174118394963168,0.01,0.01,1.00999999999841,0.01,0.01,0.01,3.8458816050269045,0.01
virtualization,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999993882,0.01,0.01,0.01,2.009999999993975
collection,0.01,3.973209520918736,0.01,0.01,0.01,11.361642596386584,3.5240779330092957,0.01,0.01,0.01,2.1810699496702766
cmf,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.009999999993584,0.01
cluster,0.01,101.57295298209577,0.01,78.51778677267576,0.01,0.01,77.09982878592236,36.63511264092353,19.467356920849912,0.01,71.76696189751536
clover,0.01,0.01,0.01,0.01,0.01,0.01,0.01,12.009999999997634,0.01,0.01,0.01
cleaning,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.483390891006915,0.01,0.01,2.536609108973034
cleanly,0.01,0.01,0.01,3.0099999999893225,0.01,0.01,0.01,0.01,0.01,0.01,0.01
cleanup,0.01,6.692793838599656,2.804002987380017,0.01,0.01,0.01,2.8024677575673653,2.7407354164349904,0.01,0.01,0.01
vms,0.01,0.01,0.01,0.01,0.01,0.01,4.435644796106506,2.4447494981139526,0.01,0.01,1.1496057057640445
clearly,0.01,0.01,0.01,0.01,0.01,0.01,4.7425914423691875,1.0099999999927871,0.01,0.01,1.2774085576149472
cli,0.01,15.986259473615664,0.01,6.845073736967384,0.01,0.01,0.01,0.01,0.01,0.01,2.198666789401236
click,0.01,2.5363018983249432,0.01,0.01,0.01,3.483698101665226,0.01,0.01,0.01,0.01,0.01
clientserver,0.01,6.0099999999898825,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
clock,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999894074,2.009999999996386,0.01,0.01,0.01
clone,0.01,0.01,0.01,0.01,0.01,0.01,3.63006976199465,0.01,0.01,6.389930237993802,0.01
close,0.01,24.881461872157388,0.01,0.01,0.01,0.01,21.05857548340292,8.860669435097286,0.01,12.766102607011884,1.4831906023120927
closeable,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999960616,0.01,0.01
vm,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999964097,0.01,0.01,0.01,5.009999999992491
closest,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999765665,0.01,0.01,0.01,0.01
closing,0.01,0.01,0.01,0.01,4.28683436108115,0.01,0.01,6.733165638910731,0.01,0.01,0.01
combiner,0.01,1.0099999999937734,0.01,0.01,2.00999999999591,4.009999999995976,0.01,0.01,0.01,0.01,0.01
combiners,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999940346,0.01,0.01,0.01,1.0099999999956295
come,0.01,4.655317989318054,0.01,7.529098751416064,0.01,0.01,5.765983484934341,12.78620130510562,0.01,0.01,17.313398469205747
comma,0.01,0.01,4.009999999980773,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999823102,0.01
completes,0.01,0.01,0.01,0.01,0.01,0.01,4.109346210307731,2.7037018086264037,0.01,0.01,1.2169519810417337
completion,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3988094071684793,9.621190592815182
complex,0.01,4.5733327595620965,4.044455127064025,0.01,0.01,0.01,4.9597654489954,0.01,0.01,5.462446664355004,0.01
complexity,0.01,0.01,0.01,0.01,0.01,0.01,5.965673329965377,0.01,0.01,0.01,5.054326670021592
compliance,0.01,0.01,0.01,0.01,0.01,1.0099999999946963,1.0099999999859892,0.01,0.01,0.01,0.01
compliant,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993496
violation,0.01,1.4018095340793673,1.6181904659092765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
complicates,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999994118
complication,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999990401,0.01,0.01,0.01,0.01
comply,0.01,0.01,0.01,1.0099999999905427,0.01,1.0099999999973086,0.01,0.01,0.01,0.01,0.01
violate,0.01,1.312279822390048,0.01,1.7077201775820239,0.01,0.01,0.01,0.01,0.01,0.01,0.01
compose,0.01,0.01,0.01,0.01,0.01,1.0099999999973086,0.01,10.009999999990129,0.01,0.01,0.01
composite,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,8.009999999997657,0.01
composition,0.01,0.01,0.01,1.0099999999943454,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999956295
comprehensive,0.01,2.0099999999941303,0.01,2.0099999999937936,0.01,0.01,0.01,0.01,0.01,0.01,0.01
completely,0.01,10.402653528853747,2.2899408912089734,0.01,0.01,0.01,3.0557772569484896,5.291628322970648,0.01,0.01,0.01
cleaner,0.01,1.0099999999906633,0.01,0.01,0.01,0.01,3.009999999946313,0.01,0.01,0.01,0.01
complete,0.01,14.69809349450394,0.01,9.708577660268187,0.01,0.01,22.14499045526218,21.842329668784128,0.01,4.6560087211613315,0.01
complain,0.01,1.819383642473406,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.2006163575136575
command,0.01,4.9640775065334015,0.01,11.176218612454083,10.731934003279392,0.01,0.01,0.01,122.16776987771742,0.01,0.01
committer,0.01,7.753705221035622,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.2662947789547352
committers,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009999999989252,0.01,0.01,3.0099999999934783
virtual,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.79620193415596,0.01,2.0784914314185223,7.1553066344028755
compact,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999870044,0.01,0.01,0.01,0.01
compaction,0.01,0.01,0.01,2.2514161866666806,0.01,0.01,0.01,10.768583813319271,0.01,0.01,0.01
comparable,0.01,0.01,0.01,3.0099999999869755,0.01,0.01,0.01,0.01,0.01,0.01,0.01
comparator,0.01,0.01,0.01,0.01,0.01,0.01,1.0948563480453437,0.01,0.01,1.9251436519446967,0.01
comparators,0.01,0.01,0.01,9.009999999992754,0.01,0.01,0.01,0.01,0.01,0.01,0.01
compare,0.01,0.01,0.01,0.01,1.930308028367257,0.01,14.075322390474893,2.629164275971383,0.01,6.4052053051680105,0.01
comparison,0.01,1.009999999995345,0.01,0.01,0.01,0.01,5.2774764462620265,0.01,0.01,4.742523553731496,0.01
compete,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999959484,0.01,0.01,0.01
compilation,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999882885,0.01,0.01,0.01,1.009999999993807
compile,0.01,1.0296006241612452,0.01,0.01,0.01,0.01,9.531881093457264,2.353385179179024,0.01,0.01,8.125133103179628
compiler,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999991298,3.0099999999916665,0.01,0.01,0.01
complement,0.01,1.2651894834195163,0.01,0.01,0.01,0.01,1.0099999999912679,0.01,0.01,0.01,2.7548105165571113
compress,0.01,0.01,70.26789579812846,0.01,0.01,0.01,3.5480640355035806,2.214040166356227,0.01,0.01,0.01
volume,0.01,4.009999999989414,2.5487779317701356,0.01,0.01,0.01,2.943490752970093,3.5377313152406513,0.01,0.01,0.01
classpaths,0.01,0.01,0.01,0.01,0.01,1.0099999999983935,0.01,0.01,0.01,0.01,2.0099999999910745
caught,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999918126,0.01,0.01,2.0099999999932994
cause,0.01,27.524708894476074,4.616266784669749,5.672583031830126,11.143100799105618,8.831747852858088,16.112492234411693,31.1684123833703,0.01,0.01,7.010688019257497
caveat,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999826927,0.01,0.01,1.0099999999951301
cc,0.01,0.01,0.01,3.307659216658965,0.01,0.01,4.712340783329462,0.01,0.01,0.01,0.01
center,0.01,0.01,1.009999999997978,1.0099999999917926,0.01,0.01,0.01,0.01,0.01,0.01,0.01
central,0.01,0.01,0.01,3.3215279019193726,0.01,0.01,0.01,0.01,0.01,0.01,1.6984720980666532
category,0.01,0.01,1.0099999999974372,0.01,0.01,0.01,0.01,1.0099999999927871,0.01,0.01,0.01
centralize,0.01,0.01,0.01,13.009999999992576,0.01,0.01,0.01,0.01,0.01,0.01,0.01
centric,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999926474
ceph,0.01,4.009999999969271,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
certain,0.01,9.277228459978229,0.01,8.971807530581858,0.01,1.1460262363465579,13.254093323081337,7.0173582497685345,0.01,0.01,5.3934862002230775
certificate,0.01,0.01,0.01,6.8183773130153496,0.01,0.01,0.01,0.01,0.01,0.01,2.2016226869718385
wal,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,9.009999999990166
wake,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999914204,0.01,0.01,0.01,0.01
centrally,0.01,0.01,0.01,0.01,0.01,2.009999999949131,0.01,0.01,0.01,0.01,0.01
catch,0.01,0.01,0.01,1.371314464459139,0.01,0.01,0.01,0.01,10.58800689971853,4.984929616546799,1.0957490192569395
catastrophic,0.01,3.0099999999867846,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
cat,0.01,0.01,0.01,0.01,0.01,3.009999999996213,0.01,0.01,0.01,0.01,1.0099999999943845
candidate,0.01,2.3390793124059384,0.01,0.01,0.01,0.01,0.01,4.600626878062701,0.01,1.090293809511535,0.01
canonical,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999921856,0.01,0.01,0.01,0.01
canshould,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999988496,0.01,0.01,0.01,0.01
cap,0.01,2.009999999996278,0.01,0.01,0.01,0.01,1.0099999999928608,0.01,0.01,0.01,0.01
capability,0.01,0.01,0.01,13.531402987603226,0.01,0.01,4.039198348321616,0.01,2.073068119212496,0.01,16.396330544839596
capable,0.01,0.01,0.01,0.01,3.0099999999960967,0.01,3.009999999984609,0.01,0.01,0.01,0.01
capacity,0.01,96.67355482736276,0.01,0.01,0.01,0.01,0.01,2.314937040161338,0.01,1.0415081324588693,0.01
capture,0.01,0.01,0.01,1.3314676996129098,0.01,0.01,5.688532300368625,0.01,0.01,0.01,0.01
cardinality,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.131187166018629,0.01,1.8888128339660297,0.01
warn,0.01,7.829402238710402,0.01,2.5040524980297882,0.01,0.01,4.356813897938541,0.01,1.3497313653038991,0.01,0.01
careful,0.01,1.0099999999905782,0.01,0.01,0.01,0.01,1.0099999999950418,0.01,0.01,0.01,0.01
walk,0.01,0.01,1.0099999999983407,0.01,0.01,0.01,2.0099999999932634,0.01,1.0099999999987095,3.009999999995057,0.01
cascade,0.01,2.009999999995066,0.01,0.01,0.01,0.01,0.01,3.0099999999954563,0.01,0.01,0.01
cases,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999927016,0.01,0.01
castle,0.01,0.01,0.01,1.0099999999935805,0.01,0.01,0.01,4.009999999996388,0.01,0.01,0.01
challenge,0.01,0.01,0.01,0.01,0.01,0.01,17.009999999985904,0.01,0.01,0.01,0.01
chance,0.01,0.01,0.01,0.01,0.01,0.01,6.5992470300594706,0.01,2.454876737578902,0.01,1.9758762323409924
character,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11.009999999996625,0.01,3.0099999999974374,0.01
characteristic,0.01,1.0099999999949396,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.0099999999939016
ci,0.01,0.01,7.009999999998719,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
vote,0.01,0.01,0.01,0.01,0.01,1.2306965417496227,2.244878800618052,6.554424657614364,0.01,0.01,0.01
circuit,0.01,0.01,0.01,0.01,5.00999999999715,0.01,0.01,0.01,0.01,0.01,0.01
circumstance,0.01,3.5231390628224455,0.01,0.01,0.01,1.0290052559953862,4.477855681158879,0.01,0.01,0.01,0.01
cite,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999956997,0.01,0.01,0.01,0.01
claim,0.01,0.01,0.01,1.0277757695472836,0.01,0.01,0.01,0.01,0.01,0.01,4.992224230424904
